cell_id,avg_charge_time_2_6,c1,c2,charge_time_min,dq_kurt,dq_mean,dq_min,dq_skew,dq_var,fade_intercept_2_h,fade_intercept_last10,fade_slope_2_h,fade_slope_last10,ir_cycle2,ir_diff_h_2,ir_min_2_h,q1_pct,qd_cycle2,qd_max_minus_2,rate_w1,rate_w2,rate_w3,rate_w4,temp_integral_2_h
MATR_b1c25,25.84474533333332,6.0,3.0,12.0,0.242745534277908,-1.8867193274359613,-1.516738091055113,-0.4609867086019916,-3.9970095312069582,1.078989948381777,1.0816754496969685,-2.23883735313805e-06,-3.66115151515005e-05,0.016663048,2.362800000000123e-05,0.016397864,40.0,1.0763277,0.0035853999999999,6.0,6.0,3.0,3.0,176721.79523078605
MATR_b1c27,25.144849333333298,6.0,3.6,10.666666666666668,0.2477570390723263,-1.7966248076097135,-1.4375767868047935,-0.5270211301477247,-3.833591442674512,1.0827305397975675,1.081063846060603,-1.322819171306316e-05,-6.296969696650732e-07,0.016134517,5.854099999999876e-05,0.015953196,40.0,1.0801724,0.0028270999999999,6.0,6.0,3.6,3.6,172714.99984283175
MATR_b1c29,25.31101033333335,6.0,3.0,11.0,0.2341423360538677,-1.7724499739194577,-1.4290478451950352,-0.851595474606407,-3.824373099126941,1.0832070635613276,1.0854302860606029,-7.84725541126035e-06,-3.62496969696651e-05,0.016580919,6.838699999999961e-05,0.016308507,50.0,1.0806577,0.0031452,6.0,6.0,4.0,3.0,167424.19353625915
MATR_b1c31,25.078353000000025,6.0,3.6,10.0,0.2450406596192662,-1.7337062777893275,-1.3983878003774433,-1.000131150332212,-3.769245224478819,1.0985419978037525,1.0990113345454506,-2.8757255411267324e-05,-3.6727272727233215e-05,0.016916323,4.168799999999806e-05,0.016684072,50.0,1.0959352,0.0023982,6.0,6.0,4.5,3.6,152751.09822681453
MATR_b1c33,25.361170666666688,6.0,3.0,10.0,0.2464401054303179,-1.666650272974335,-1.350906851173911,-1.0964398115650993,-3.66792568510323,1.0967659081513088,1.0983826278787865,-2.474224737168334e-05,-4.6680606060590474e-05,0.016547715,2.8758000000000256e-05,0.016214989,60.0,1.0938309,0.0029953,6.0,6.0,6.0,3.0,169333.33509504292
MATR_b1c35,24.78257300000004,7.0,3.6,10.904761904761903,0.2308468979231831,-1.7327421428190934,-1.4021147409964807,-1.0611585507086592,-3.759166025511591,1.074513241024531,1.0766586654545391,5.224675324621593e-07,-2.7072727272664757e-05,0.017019259,7.898300000000122e-05,0.016647711,30.0,1.0719526,0.003873,7.0,4.754716981132075,3.6,3.6,164497.30169639154
MATR_b1c37,25.855978666666697,7.0,3.0,11.428571428571429,0.2332731213681259,-1.70526681597688,-1.3499239043554492,-0.6568547877114306,-3.659628758410981,1.078683761401773,1.0811298903030264,-1.24324180581363e-05,-4.372848484844441e-05,0.016576257,0.0001045029999999,0.016318144,40.0,1.076063,0.0032288,7.0,7.0,3.0,3.0,170473.56257497036
MATR_b1c39,24.77279833333336,7.0,3.6,10.095238095238097,0.237395558439996,-1.6125257049579995,-1.2768111135913112,-0.8528155594474669,-3.5078502814625483,1.0860075484897964,1.0875657078787846,-6.245335807058288e-06,-2.8000606060569348e-05,0.016682221,0.000157376,0.016519627,40.0,1.083198,0.0032686999999997,7.0,7.0,3.6,3.6,168876.8482190846
MATR_b1c41,26.48568300000003,8.0,3.6,11.958333333333332,0.2473620643132456,-1.9142321962577151,-1.5550240566327371,-0.7037962344729062,-4.097045696650669,1.0830726637122243,1.0856571430303004,-3.013330859623948e-06,-3.524484848481845e-05,0.016819723,8.234999999998799e-06,0.016552322,15.0,1.0802841,0.0035847999999998,6.127659574468085,3.6,3.6,3.6,172390.39600421413
MATR_b1c43,25.16894666666666,8.0,3.6,11.041666666666668,0.2256304706420389,-1.7107918557648578,-1.3504706938715965,-0.6557574408044904,-3.665833072362615,1.071878276292311,1.0728924909090891,-2.6482620902913186e-05,-4.104545454543449e-05,0.01610712,0.000133292,0.015904058,25.0,1.0693892,0.0022818,8.0,4.173913043478262,3.6,3.6,171138.46314403552
MATR_b1c45,24.886006,8.0,3.6,10.125,0.2352430933590866,-1.5348533286019816,-1.2339536582316095,-0.8980850647476746,-3.4230238548494376,1.0879801468921872,1.089886629090904,-1.5727617810767104e-05,-4.0834545454493065e-05,0.016654616,0.0001877849999999,0.016382927,35.0,1.0852593,0.003179,8.0,6.127659574468085,3.6,3.6,165765.69883713804
MATR_b2c3,23.93238066666667,2.0,5.5,10.063636363636364,0.2911771706329528,-1.2477794388012575,-0.9860987836455876,-0.4283563067603177,-2.906074711935963,1.072575767382808,1.0820600521212078,-0.0002325055398886,-0.0003561393939393,0.016992988,-0.000713622,0.015852956,7.0,1.0676271,0.0012826999999999,3.4108527131782944,5.499999999999999,5.499999999999999,5.499999999999999,197489.12074215568
MATR_b2c5,24.294867333333336,3.6,4.85,9.98281786941581,0.230241499463256,-1.645722999098569,-1.2979315575220824,-0.9820061747993288,-3.5902428942310096,1.0722212093848695,1.076709124848484,-4.294460111325055e-06,-6.01357575757485e-05,0.01708005,-0.0001822109999999,0.016727364,2.0,1.0691153,0.0039053,4.687248322147651,4.85,4.85,4.85,190050.623053838
MATR_b2c10,24.179371666666608,3.6,5.0,10.02,0.2523780966805057,-1.6258154466210677,-1.3281302937367203,-0.7257417514518728,-3.610874120728568,1.0747905206666666,1.0819025678787837,-6.430551515152174e-05,-0.0001509606060605,0.01822805,-0.0005411479999999,0.017548179,9.0,1.0705529,0.0033889,4.25531914893617,5.0,5.0,5.0,196573.70386296549
MATR_b2c12,24.08609133333332,4.0,5.0,10.53,0.3004986203182255,-1.4661362330976926,-1.1880680893656403,-0.3913217609520447,-3.3588671012654845,1.0765960258334366,1.0838671309090884,-0.0001521330278293,-0.0002408854545454,0.017068474,-0.000815256,0.016133603,31.0,1.0723143,0.0019322999999999,4.0,4.395604395604396,5.0,5.0,196884.8802869425
MATR_b2c14,25.04637000000022,4.0,4.85,10.002061855670105,0.2431819985695431,-1.6053317923262216,-1.2651451425058249,-0.905685411483473,-3.4905625085171024,1.0824639222424246,1.0850418933333308,-7.194969696984389e-06,-4.1753333333304994e-05,0.01713492,-0.000149358,0.016895344,4.0,1.0795292,0.0033539,4.652278177458034,4.85,4.85,4.85,195093.96974491264
MATR_b2c18,23.86517333333327,4.4,5.5,10.009090909090908,0.2842829980673485,-1.6736175233658723,-1.3827480164258503,-0.5189984695105742,-3.740876963591245,1.0684048027144917,1.0738267042424223,-8.493788249846282e-05,-0.0001520187878787,0.017950749,-0.0008432849999999,0.016697574,47.0,1.0648464,0.002763,4.4,4.4,5.057471264367816,5.499999999999999,194658.7950059946
MATR_b2c20,24.963423333333346,4.4,4.85,9.998125585754453,0.348323799134834,-1.6543777648671696,-1.2186576066704513,-0.5279322317845169,-3.5852305798032194,1.088508688258091,1.0928636466666612,-1.0163623995062756e-05,-6.63466666666134e-05,0.017566796,-0.0001486549999999,0.017116761,8.0,1.0847358,0.0047580999999998,4.6593886462882095,4.85,4.85,4.85,193138.5931647353
MATR_b2c22,25.19636733333352,4.65,5.0,9.997419354838708,0.2347113455156689,-1.6321131180764168,-1.2747046738346404,-1.0467455375725103,-3.567672541575088,1.0848347900754485,1.0901189806060565,-1.1795764996914612e-05,-7.623696969692738e-05,0.017196052,-0.000115566,0.016888004,44.0,1.0813317,0.0040381,4.65,4.65,4.9258474576271185,5.0,189567.6659530596
MATR_b2c24,23.924807666666744,4.8,4.8,10.000000000000002,0.7214005861897066,-1.77314403075509,-1.1883412823838255,0.0508752845735439,-3.78899267893422,1.072127721268605,1.0780194715151492,-2.819777365629322e-07,-7.036242424239934e-05,0.017183732,0.0002248899999999,0.016777694,80.0,1.0691004,0.0043257,4.8,4.8,4.8,4.8,178568.68419632054
MATR_b2c26,24.70828933333328,4.8,4.8,10.000000000000002,0.2752814158600006,-1.599178394963215,-1.2818417010555925,-1.0559355470673517,-3.556152274187544,1.082799143788497,1.0908668357575753,-4.153543970315462e-05,-0.0001370012121212,0.017986499,-0.000482744,0.017301282,80.0,1.0789365,0.0035898,4.8,4.8,4.8,4.8,187733.1620741695
MATR_b2c28,24.18473066666668,4.9,4.5,10.002721088435374,0.2605303139834695,-1.7821124504660446,-1.420778093340076,-0.9618488096874198,-3.79981514057048,1.0765726904794886,1.0815784993939344,3.3866592455087475e-06,-5.316303030297805e-05,0.017316906,-0.000356386,0.01686197,61.0,1.0732845,0.0045786999999999,4.9,4.9,4.9,4.51844262295082,194771.2475652531
MATR_b2c30,23.912666666666677,5.2,4.75,9.995951417004049,0.2330791067535471,-1.7267101282703146,-1.3833495001136484,-1.051088538081845,-3.736853899618561,1.0719421886584208,1.0780065412121191,4.877802102653597e-06,-6.839393939391562e-05,0.017788786,-0.000297904,0.017394017,10.0,1.0685999,0.0045579,4.964824120603016,4.75,4.75,4.75,192316.474661395
MATR_b2c32,24.412265666666695,5.2,4.25,10.004524886877828,0.2433365194376198,-1.7316727863002197,-1.3661484896165932,-0.7554413964683346,-3.684863044717628,1.079005452506287,1.0846214339393896,1.4026817563376811e-05,-5.233030303025691e-05,0.017704446,-0.0001836229999999,0.017273866,50.0,1.0750949,0.0058317999999999,5.2,5.2,4.677248677248677,4.25,195734.25732892903
MATR_b2c34,24.145784666666685,5.2,3.5,10.015384615384615,0.271399468977195,-1.785638646866185,-1.3926513954726374,-0.5211650764793471,-3.758076217162728,1.0738537191535764,1.0782525109090868,1.7309685837967862e-05,-3.602545454541245e-05,0.017717967,-9.144999999999986e-05,0.017337065,66.0,1.0694284,0.0062750999999998,5.2,5.2,5.2,3.880597014925373,196122.95103021065
MATR_b2c36,24.778773333333323,5.6,4.5,10.011904761904765,0.2340393642515368,-1.6686594816853615,-1.2910088633034842,-0.4334222013568324,-3.506790251711818,1.084170585386519,1.0872418345454524,2.0720488559052495e-05,-2.0707272727251705e-05,0.020207312,7.450599999999849e-05,0.020022187,25.0,1.0792044,0.0068653999999999,5.6,4.732394366197183,4.5,4.5,198241.09824240228
MATR_b2c38,24.29644300000005,5.6,4.0,9.985714285714286,0.2280259023979177,-1.6235688128089276,-1.3077853897801373,-1.1424787271050303,-3.5696060941779524,1.0743205311783135,1.0792342127272707,1.315282498453314e-05,-4.66563636363431e-05,0.017769802,7.30889999999984e-05,0.017577264,47.0,1.070408,0.0053403,5.6,5.6,4.444444444444444,4.0,190533.647466568
MATR_b2c40,24.612851666666685,5.6,4.75,10.009398496240602,0.2463145479372806,-1.6424817097858126,-1.2951579495735082,-1.168559490905317,-3.5347033946726154,1.082499524799423,1.0869337387878777,-2.3860874458883453e-05,-7.346606060604842e-05,0.017494036,-0.00046074,0.016943704,5.0,1.0788745,0.0042457,4.937354988399072,4.75,4.75,4.75,197883.3921283565
MATR_b2c42,24.64529400000009,6.0,4.5,10.0,0.2397280088173833,-1.6097862267237109,-1.2338884102636716,-1.2921453365155071,-3.53282724990189,1.082737218053185,1.0880640539393909,8.487821892386023e-06,-5.5530303030268134e-05,0.017247235,0.000184788,0.016997622,20.0,1.079802,0.0043086000000001,6.0,4.5,4.5,4.5,196974.13084513013
MATR_b2c44,24.328202666666815,6.0,4.0,10.000000000000002,0.2417427710593208,-1.570648502824223,-1.2467032040183488,-2.140671620803143,-3.4577845911243714,1.075445232157493,1.0798577381818166,1.877481014223567e-05,-3.536909090907378e-05,0.017666645,0.0001727199999999,0.017408777,40.0,1.072312,0.0049406,6.0,6.0,4.0,4.0,195748.16489111923
MATR_b2c46,24.3949563333332,6.0,3.5,10.000000000000002,0.2402677457067115,-1.512023448522923,-1.20105397845577,-1.2635284890422056,-3.3535615657090347,1.0778996941034835,1.081583907878786,2.545545330859069e-05,-2.1320606060584665e-05,0.017708456,0.000245327,0.017551575,52.0,1.0743216,0.0056764,6.0,6.0,4.666666666666667,3.5,191391.33328973624
MATR_b2c47,22.743996333333193,6.0,3.0,10.0,0.2649554759466942,-1.937025390623664,-1.5486230104165637,-0.5062128781919587,-4.071170914662233,1.0497126217456192,1.0556030769696936,-1.49538627087233e-05,-8.725515151511586e-05,0.017898172,-0.0007941779999999,0.017025596,60.0,1.0438014,0.0064488,6.0,6.0,6.0,3.0,186918.2936021989
MATR_b3c0,23.966401333333295,5.0,4.0,9.99,0.2584958137834649,-1.984614233525753,-1.628101967480129,-0.7292877764299263,-4.232194924104941,1.0708001532723148,1.072950012727268,-7.712373531235033e-06,-3.545636363631441e-05,0.015365343,-9.190799999999992e-05,0.015180224,67.0,1.0682849,0.0030862999999998,5.0,5.0,5.0,4.301075268817205,145905.9632860931
MATR_b3c1,23.75582233333339,5.3,4.0,10.013207547169811,0.2676158509300421,-2.000960504258025,-1.641640585123215,-0.581562524158543,-4.248462735174171,1.068610036407339,1.0720172284848448,-1.7147435992584507e-05,-5.629757575753802e-05,0.015124749,-7.050399999999901e-05,0.014931546,54.0,1.0661838,0.0025561,5.3,5.3,4.829157175398633,4.0,154894.39299595944
MATR_b3c3,23.43291266666677,5.6,4.3,9.996677740863788,0.297031801963555,-1.9558143316205916,-1.5663728299485014,-0.3326486374481465,-4.11906844262572,1.0653937740972994,1.0694066618181806,-1.4383786023504156e-05,-5.941090909089532e-05,0.014963119,8.565599999999993e-05,0.014885032,36.0,1.0632294,0.0023048000000001,5.6,5.280701754385965,4.3,4.3,158470.7516692861
MATR_b3c4,24.27083966666667,5.6,4.6,9.99223602484472,0.2746652667509368,-1.9940883966455996,-1.6115809706709647,-0.3989360350806901,-4.190634288372699,1.0749062755295815,1.0760860557575742,-6.967593073598226e-06,-2.3001212121194493e-05,0.015215214,-3.382499999999948e-05,0.015085269,19.0,1.0730443,0.0022206999999998,5.5397849462365585,4.6,4.6,4.6,148020.23939676653
MATR_b3c5,23.23142399999997,5.6,4.3,9.996677740863788,0.2341335328790439,-1.9187844992185157,-1.5816347505583568,-0.8146348893535241,-4.096126799609818,1.0540725661566692,1.056537513939391,-1.7871330859628573e-05,-4.747030303027462e-05,0.015337874,-0.0001213669999999,0.015130546,36.0,1.0520495,0.0020062999999999,5.6,5.280701754385965,4.3,4.3,157978.03432009343
MATR_b3c6,23.459386666666735,3.7,5.9,10.010077874484654,0.3274464553506078,-1.537997677011799,-1.2685084805075026,-0.3245738795831808,-3.5159595483224257,1.0639257766765615,1.067511259999996,-0.0002031097625231,-0.0002403999999999,0.013534418,0.0003177509999999,0.013534418,31.0,1.0629802,9.140000000007475e-05,3.7,4.44602851323829,5.9,5.9,149603.2870311869
MATR_b3c7,25.624465333333355,4.8,4.8,10.000000000000002,0.2618990975944417,-2.154414992005256,-1.7684524373659252,-0.5001665915437801,-4.487024869490629,1.070423786064729,1.0758415624242363,-4.452628324065672e-06,-6.536787878781831e-05,0.015507092,-1.6195000000000098e-05,0.015372629,80.0,1.0682656,0.0026534,4.8,4.8,4.8,4.8,156674.15812030554
MATR_b3c8,24.50195100000002,5.0,4.0,9.99,0.2447115548617457,-1.9247796387375875,-1.571487971552105,-0.7054269962692902,-4.109216162705274,1.0683318539600084,1.0712010290909026,-5.938293135441218e-06,-4.187454545448007e-05,0.015400618,-0.000133875,0.01520093,67.0,1.0656182,0.0030961999999998,5.0,5.0,5.0,4.301075268817205,154146.34344733114
MATR_b3c9,24.77969066666662,5.3,4.0,10.013207547169811,0.2267711940245753,-1.8428650586269375,-1.5317675867213207,-1.4862983163023082,-3.9935320956728537,1.0729749633061223,1.072854316969697,-1.6851985157765077e-06,-4.3351515151487195e-06,0.015871447,4.6879999999992206e-06,0.015742281,54.0,1.0703384,0.0030322999999998,5.3,5.3,4.829157175398633,4.0,155946.77050902974
MATR_b3c10,25.155461999999993,4.8,4.8,10.000000000000002,0.2601617770645599,-2.0807129565394304,-1.7193064544268213,-0.6425039886027383,-4.409465303305373,1.0646493336751188,1.072683589696966,-4.941797155239282e-06,-9.433151515147866e-05,0.015506446,-8.700900000000074e-05,0.015318613,80.0,1.0624784,0.0025223999999999,4.8,4.8,4.8,4.8,152628.4701189531
MATR_b3c11,24.598598333333257,5.6,4.6,9.99223602484472,0.2422491886802752,-1.8099174947046175,-1.4732197651854588,-0.9005384028309159,-3.896345749912245,1.070835005067409,1.0723723496969704,-1.9710200371066133e-05,-4.0771515151519986e-05,0.015588941,-3.039399999999956e-05,0.015485173,19.0,1.0686512,0.0021094999999999,5.5397849462365585,4.6,4.6,4.6,160743.36563788416
MATR_b3c12,24.9099073333332,5.6,4.3,9.996677740863788,0.2365523901521241,-1.810762823650797,-1.4951799018200789,-2.184427601521062,-3.939403755980399,1.076782626377242,1.0778792781818167,-8.494218923944032e-06,-2.3389090909070977e-05,0.016102511,1.3196999999999516e-05,0.01599754,36.0,1.0748765,0.0020664999999999,5.6,5.280701754385965,4.3,4.3,156242.84179238783
MATR_b3c13,24.715659666666568,5.6,4.6,9.99223602484472,0.2597796435718755,-1.9272387435769232,-1.5580043394775458,-0.6255709253966169,-4.089636647253879,1.0694978577390228,1.071979536969693,-1.5050627087205305e-05,-4.747515151510755e-05,0.015215794,-0.0001156609999999,0.01506449,19.0,1.0665193,0.0031254,5.5397849462365585,4.6,4.6,4.6,159709.66130788112
MATR_b3c14,24.999296666666684,5.6,4.3,9.996677740863788,0.2330110020544913,-1.8775639316467467,-1.5339866915076437,-0.735906226234793,-4.01493908711599,1.0769727391086374,1.0782555909090894,1.5658800247297857e-06,-1.874545454544018e-05,0.015640222,-4.047699999999883e-05,0.015496999,36.0,1.0742604,0.0034837999999999,5.6,5.280701754385965,4.3,4.3,157892.10407215287
MATR_b3c15,24.7341826666666,5.9,4.6,10.003684598378776,0.2342439199725567,-1.8601880219821256,-1.5225294672441914,-0.888943193118509,-3.991117995683868,1.071251676040404,1.0761311024242368,-1.365381818182576e-05,-7.044787878782078e-05,0.015394726,-5.741199999999974e-05,0.01525728,15.0,1.0689965,0.0022809000000001,5.510659898477157,4.6,4.6,4.6,157126.31405075354
MATR_b3c16,24.13659066666664,4.8,4.8,10.000000000000002,0.3028561725560545,-2.2515149039892455,-1.8596346423729944,-0.9029586373246324,-4.685341528706537,1.0641281006167798,1.068632941818179,-1.1845803339524593e-05,-6.365090909087948e-05,0.015429413,-9.500200000000028e-05,0.015253145,80.0,1.0615807,0.0027592,4.8,4.8,4.8,4.8,155752.31254804338
MATR_b3c17,23.271164999999943,5.3,4.0,10.013207547169811,0.315401926599332,-2.116047999562449,-1.7356180424116376,-1.35996091885944,-4.43565419785491,1.067383450799423,1.069387727878785,-6.589904761911238e-06,-2.9200606060579e-05,0.015513433,-0.000137523,0.01535425,54.0,1.0671474,0.0019035999999998,5.3,5.3,4.829157175398633,4.0,196661.7963065616
MATR_b3c18,23.53287300000001,5.6,4.6,9.99223602484472,0.286604507792036,-1.9846261157112133,-1.6275479790539047,-0.6707572088603186,-4.235687213618501,1.0704352178227168,1.07313508242424,-3.090710327767605e-05,-6.136787878785258e-05,0.01508653,-3.778700000000093e-05,0.014978203,19.0,1.0685793,0.0015745,5.5397849462365585,4.6,4.6,4.6,157308.05064769636
MATR_b3c19,23.922850333333336,5.6,4.3,9.996677740863788,0.274778795075698,-1.9272423705929624,-1.5892666661381822,-0.9237897482416738,-4.151620787205652,1.074306771966193,1.0773896296969667,-3.130614471243653e-05,-6.595151515148715e-05,0.015528331,-1.4333000000000054e-05,0.015178323,36.0,1.0726638,0.0012358999999999,5.6,5.280701754385965,4.3,4.3,157583.73956432508
MATR_b3c20,24.359427666666743,5.0,4.0,9.99,0.261791005339001,-1.9313395908926136,-1.5638842197903473,-0.5074702227646817,-4.095870457477319,1.06793541863657,1.0706096036363624,-9.242116264702326e-06,-4.170181818180331e-05,0.015375497,-5.008899999999969e-05,0.015206913,67.0,1.065752,0.0023588999999999,5.0,5.0,5.0,4.301075268817205,153734.58182800977
MATR_b3c21,23.375867999999997,3.7,5.9,10.010077874484654,0.3340974129228914,-1.6233397833356733,-1.3571533638268702,-0.296524108969327,-3.692645533066234,1.0700385224766025,1.0731261442424225,-0.0001608378342609,-0.0001942987878787,0.01394002,0.000250292,0.01394002,31.0,1.0680218,0.0006749000000001,3.7,4.44602851323829,5.9,5.9,150590.96721109032
MATR_b3c22,23.02511499999988,5.9,3.1,9.97266265718972,0.2405178390225834,-1.8632744932507572,-1.549332555194068,-1.076127951280064,-4.045250232094209,1.05907644473758,1.0631392733333294,-1.7955085961667658e-05,-6.277333333329526e-05,0.015827237,-9.39910000000016e-05,0.015614755,60.0,1.0569252,0.0021837,5.9,5.9,5.9,3.1,150605.01505182032
MATR_b3c24,23.116009333333253,5.0,4.0,9.99,0.2373292569682479,-1.9717386194523845,-1.5960392530954308,-0.4987693690467234,-4.126334975055662,1.0501312044518656,1.0553933024242383,6.821996289423131e-06,-5.39478787878381e-05,0.015731094,-0.000132188,0.01550305,67.0,1.0472243,0.0039045999999998,5.0,5.0,5.0,4.301075268817205,155155.46014639956
MATR_b3c25,23.900638666666588,5.3,4.0,10.013207547169811,0.2761483391704661,-1.9473208858856397,-1.570752498024098,-0.4874400457155476,-4.131400266647272,1.064630269379509,1.0690414915151492,4.419653679652514e-06,-4.736242424240019e-05,0.015714951,-1.125000000001125e-06,0.015591009,54.0,1.061978,0.0034924999999998,5.3,5.3,4.829157175398633,4.0,163164.61776708197
MATR_b3c26,24.59888833333321,5.6,4.6,9.99223602484472,0.2827013832544201,-1.9819081576120785,-1.6104641629762877,-0.5073464976348514,-4.208794640894942,1.0752770022671612,1.0782478866666636,-2.7501335807075016e-06,-3.870666666663468e-05,0.015663978,-2.0740999999997733e-05,0.015538619,19.0,1.0725763,0.0032332000000001,5.5397849462365585,4.6,4.6,4.6,165954.7292472657
MATR_b3c27,23.92626400000008,5.6,4.3,9.996677740863788,0.2697264322300314,-1.949186456427462,-1.5652990202954702,-0.4777038923272174,-4.110288542138483,1.0640737882659246,1.0676514672727275,-6.707375386527937e-06,-4.9883636363635896e-05,0.015035553,-5.7365000000000194e-05,0.014868693,36.0,1.0613309,0.0031217000000001,5.6,5.280701754385965,4.3,4.3,160923.43249995165
MATR_b3c28,23.481796666666774,3.7,5.9,10.010077874484654,0.302978775520997,-1.5182563080480465,-1.234943400879145,-0.5470779427122024,-3.4409253320907243,1.0545401475407132,1.0598963945454516,-0.0002000287198515,-0.0002619672727272,0.013179183,0.0004280099999999,0.013171901,31.0,1.0522791,0.0004193999999999,3.7,4.44602851323829,5.9,5.9,159711.7324692551
MATR_b3c29,24.7423606666666,5.9,4.6,10.003684598378776,0.2543222795284289,-1.921554928671225,-1.5435710109316094,-0.5114864555503458,-4.049579118760157,1.0704842327454136,1.0752825745454513,9.434656771698302e-07,-5.750727272723707e-05,0.014943414,-0.000138127,0.014745088,15.0,1.067315,0.0038857999999999,5.510659898477157,4.6,4.6,4.6,147790.17771303718
MATR_b3c30,24.696734666666693,5.3,4.0,10.013207547169811,0.2708943226001877,-1.9591921247583155,-1.5860479824985037,-0.4854022357881151,-4.142994461269942,1.0720189879092972,1.0735135193939391,-5.696237476816848e-06,-2.5583030303023727e-05,0.015687417,-6.367999999999825e-05,0.015509814,54.0,1.0696324,0.0027074,5.3,5.3,4.829157175398633,4.0,149326.75043985844
MATR_b3c31,24.44377866666662,5.9,3.1,9.97266265718972,0.2285960940958618,-1.772797290626427,-1.4409506053896424,-1.0124454257448363,-3.823032628267604,1.071388748858792,1.072922935757572,-1.1231934446508088e-05,-3.192121212117315e-05,0.015939154,2.34169999999978e-05,0.015812302,60.0,1.0689309,0.0027108,5.9,5.9,5.9,3.1,158937.80971818164
